candidate,normal,feature_set,model,selection_years,shrink,log_offset,rmse,mae,bias,equal_state_rmse,mean_year_rmse,max_year_rmse,direction_accuracy,selection_score,protocol
mean5__physical_modis__ridge_100p0,mean5,physical_modis,ridge_100p0,2016-2017-2018,0.3,0.1,438.87820123028047,365.33402971007644,-200.917361502423,387.7820884407715,433.2869523453474,531.5855705134444,0.6442577030812325,424.7063608116699,select_2016_2018_test_2019_2022
median5__modis__extra_3p0,median5,modis,extra_3p0,2016-2017-2018,0.4,0.1,436.8226559121215,356.7099928873412,-214.3943847534225,392.54559562878944,432.88196376756014,511.11749285084665,0.6246498599439776,424.76821780514814,select_2016_2018_test_2019_2022
mean5__physical_modis__xgb_1p0,mean5,physical_modis,xgb_1p0,2016-2017-2018,0.5,0.1,441.1603755589718,358.7722614793578,-209.73002652479184,377.63310827297533,439.86774715149636,481.51916911058805,0.6414565826330533,424.95540163560383,select_2016_2018_test_2019_2022
mean5__modis__ridge_100p0,mean5,modis,ridge_100p0,2016-2017-2018,0.1,0.1,446.3829273930981,358.75950478567137,-258.8517707126022,361.8177923739876,445.6626611483202,475.0232981085437,0.6078431372549019,425.061577077126,select_2016_2018_test_2019_2022
median5__modis__state_ridge_100p0,median5,modis,state_ridge_100p0,2016-2017-2018,0.6,0.1,436.49686020756405,349.1480836263783,-198.72739353711387,392.11645052050307,435.54973405983264,473.47877528947,0.6470588235294118,425.16497624886597,select_2016_2018_test_2019_2022
mean5__history__xgb_2p0,mean5,history,xgb_2p0,2016-2017-2018,0.8,0.1,441.66163134489767,352.38811484078366,-198.67099355623537,386.4827769778891,432.47597184786855,559.1747573698112,0.6526610644257703,425.57050287888825,select_2016_2018_test_2019_2022
weighted3__history__xgb_2p0,weighted3,history,xgb_2p0,2016-2017-2018,0.3,0.1,437.9827943003926,334.16701606214326,-51.53021005799148,405.3513166727011,422.043991806816,587.4294613904225,0.7703081232492998,425.84022427007557,select_2016_2018_test_2019_2022
mean5__physical__extra_3p0,mean5,physical,extra_3p0,2016-2017-2018,0.7,0.1,436.2267740877096,353.83391256591545,-142.6446218505067,400.2814728712446,431.4992613942286,522.0706216686013,0.680672268907563,426.0585706102231,select_2016_2018_test_2019_2022
mean5__history__state_ridge_100p0,mean5,history,state_ridge_100p0,2016-2017-2018,0.4,0.1,446.87501298962667,357.53875611184253,-243.73327654282014,363.89887596202004,446.74592419591664,461.62470882199,0.6134453781512605,426.0987065342975,select_2016_2018_test_2019_2022
ewma5__modis__huber_10p0,ewma5,modis,huber_10p0,2016-2017-2018,0.3,0.1,439.98097557890947,346.47293919567943,-131.66141106672563,399.9589677376661,424.81444716542336,578.0388327015452,0.6890756302521008,426.18384151522713,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.7,0.1,443.3397837235339,335.31045406561077,-85.83436015545635,398.58134443248537,419.64047763912976,620.458855949591,0.7338935574229691,426.2253473796707,select_2016_2018_test_2019_2022
ewma5__physical__xgb_1p0,ewma5,physical,xgb_1p0,2016-2017-2018,0.4,0.1,435.33867051673207,340.85437001617925,-85.71741928003462,410.14362128842725,425.0135528933768,551.1261366123176,0.7282913165266106,426.458628803817,select_2016_2018_test_2019_2022
mean5__physical_modis__extra_3p0,mean5,physical_modis,extra_3p0,2016-2017-2018,0.3,0.1,445.7011414592432,360.6739671785204,-242.96793096874362,371.4769378165815,444.0354394216179,498.4693150499832,0.6274509803921569,426.72866503917146,select_2016_2018_test_2019_2022
weighted3__history__state_ridge_100p0,weighted3,history,state_ridge_100p0,2016-2017-2018,0.1,0.1,442.5074185554507,332.7631867704999,-100.24531488387692,399.1534216621905,423.17838968618634,605.2440909859173,0.7394957983193278,426.8366621148196,select_2016_2018_test_2019_2022
weighted3__physical__ridge_100p0,weighted3,physical,ridge_100p0,2016-2017-2018,0.1,0.1,435.86991777793185,336.6066282922638,-43.14476784337897,412.0521453383737,423.762901238623,567.9275204835898,0.773109243697479,426.8887205332151,select_2016_2018_test_2019_2022
weighted3__history__xgb_1p0,weighted3,history,xgb_1p0,2016-2017-2018,0.1,0.1,441.88220259452766,333.53148117754216,-91.14405897336827,400.6953557632341,423.3896292320942,601.8812299339794,0.7450980392156863,426.9623475460959,select_2016_2018_test_2019_2022
median5__modis__xgb_2p0,median5,modis,xgb_2p0,2016-2017-2018,0.5,0.1,443.61783234648857,355.867063036074,-245.47726106896675,380.81521060252584,440.36759838599636,505.2385859266783,0.6218487394957983,427.10461842037483,select_2016_2018_test_2019_2022
weighted3__history__ridge_100p0,weighted3,history,ridge_100p0,2016-2017-2018,0.4,0.1,440.498028471332,336.8090676692165,-58.456942559196825,407.72230158897884,420.5190745622478,596.8690955303276,0.7591036414565826,427.3093582734727,select_2016_2018_test_2019_2022
mean5__physical_modis__huber_10p0,mean5,physical_modis,huber_10p0,2016-2017-2018,0.1,0.1,442.17270951290413,367.7904854776189,-205.04280730411296,385.99824837909074,439.2895982199937,506.31479385931306,0.6330532212885154,427.40831640622315,select_2016_2018_test_2019_2022
mean5__physical__xgb_1p0,mean5,physical,xgb_1p0,2016-2017-2018,0.5,0.1,440.0624574731465,358.92015314102355,-174.61105506530942,390.4156354335534,439.16918929739745,477.27657264698803,0.6442577030812325,427.42743491931094,select_2016_2018_test_2019_2022
ewma5__physical__state_ridge_100p0,ewma5,physical,state_ridge_100p0,2016-2017-2018,0.5,0.1,432.4958978850304,336.33649711961266,-43.8626115956756,418.58988440457426,426.68048315445526,526.1990474212859,0.742296918767507,427.5655408322726,select_2016_2018_test_2019_2022
weighted3__physical__xgb_2p0,weighted3,physical,xgb_2p0,2016-2017-2018,0.1,0.1,440.74590880003,334.7420937221781,-73.95904125295642,405.05898365374935,424.03931710256967,593.7675821169063,0.7675070028011205,427.64752958909475,select_2016_2018_test_2019_2022
ewma5__history__state_ridge_100p0,ewma5,history,state_ridge_100p0,2016-2017-2018,0.8,0.1,449.31044593340164,341.87168553054306,-191.42374844685872,382.485000068907,430.4981243600552,609.4943194387821,0.6638655462184874,427.9010040739414,select_2016_2018_test_2019_2022
mean5__physical_modis__ridge_1000p0,mean5,physical_modis,ridge_1000p0,2016-2017-2018,0.3,0.1,446.6748645874358,364.8255786808986,-240.47426813219369,377.2839262833128,442.98399911879454,523.4178408725658,0.6190476190476191,428.40441364424476,select_2016_2018_test_2019_2022
mean5__physical_modis__state_ridge_100p0,mean5,physical_modis,state_ridge_100p0,2016-2017-2018,0.4,0.1,443.62155232249023,357.9415726742219,-210.15864475440645,384.5660077337806,442.5049566746706,485.3144224748536,0.6386554621848739,428.5785172633579,select_2016_2018_test_2019_2022
median5__history__ridge_1000p0,median5,history,ridge_1000p0,2016-2017-2018,0.7,0.1,439.8495424170284,355.57945650535964,-177.74726888238214,395.66248448826786,439.05160346476777,471.56939406398084,0.6274509803921569,428.6032931967731,select_2016_2018_test_2019_2022
ewma5__physical__ridge_1000p0,ewma5,physical,ridge_1000p0,2016-2017-2018,0.4,0.1,431.2860702962796,337.36809731578796,-33.24141464591436,425.95514550325794,426.4461214748889,514.3180201678681,0.7591036414565826,428.7433518926765,select_2016_2018_test_2019_2022
mean5__history__ridge_1000p0,mean5,history,ridge_1000p0,2016-2017-2018,0.6,0.1,450.2686827365414,365.5338264119247,-259.09048110959236,367.0682892600201,447.47364747641353,515.095460500336,0.5854341736694678,428.76982555237913,select_2016_2018_test_2019_2022
ewma5__modis__extra_3p0,ewma5,modis,extra_3p0,2016-2017-2018,0.2,0.1,449.35915657229367,349.0395612735442,-206.3841448263787,384.77026443493423,431.9671294015271,604.8368434119569,0.6526610644257703,428.8639267452621,select_2016_2018_test_2019_2022
ewma5__physical_modis__xgb_1p0,ewma5,physical_modis,xgb_1p0,2016-2017-2018,0.5,0.1,440.56829927817967,346.18075827050956,-112.64878623617598,407.070625460344,427.74652359148087,572.697185629365,0.7170868347338936,428.98843690204603,select_2016_2018_test_2019_2022
weighted3__physical_modis__xgb_2p0,weighted3,physical_modis,xgb_2p0,2016-2017-2018,0.1,0.1,442.7459565835071,335.54242533427,-79.17288826467833,406.0979784700475,425.4169054587008,598.6522328726487,0.7647058823529411,429.25169927394063,select_2016_2018_test_2019_2022
weighted3__history__state_ridge_100p0,weighted3,history,state_ridge_100p0,2016-2017-2018,0.2,0.1,445.20259769797974,334.9872839986487,-97.92102081597338,401.4777505139695,425.1497212308597,611.2891671998632,0.7478991596638656,429.2581667851972,select_2016_2018_test_2019_2022
mean5__modis__xgb_2p0,mean5,modis,xgb_2p0,2016-2017-2018,0.2,0.1,451.93446737810814,360.70184492852985,-268.99966096290075,362.56351739314886,451.4846947427771,477.0047499621614,0.6078431372549019,429.47928672303556,select_2016_2018_test_2019_2022
ewma5__history__ridge_1000p0,ewma5,history,ridge_1000p0,2016-2017-2018,0.8,0.1,450.5640022438066,348.59368463057325,-186.40525024257403,389.67338144540776,427.36634755983215,627.2994730462443,0.6470588235294118,429.5419333732133,select_2016_2018_test_2019_2022
weighted3__history__huber_10p0,weighted3,history,huber_10p0,2016-2017-2018,0.7,0.0925971070780356,431.59863073781383,334.1725879413051,54.92158515667745,435.2834440454771,420.1175851737603,513.9499423921048,0.7647058823529411,429.64957267371625,select_2016_2018_test_2019_2022
weighted3__history__xgb_2p0,weighted3,history,xgb_2p0,2016-2017-2018,0.4,0.1,440.89846390997076,338.6558748682556,-34.13974574300494,412.02417660513817,426.28908600278027,584.4849471248184,0.7675070028011205,430.027547606965,select_2016_2018_test_2019_2022
median5__physical_modis__ridge_1000p0,median5,physical_modis,ridge_1000p0,2016-2017-2018,0.4,0.1,434.96560114999374,354.41417148271256,-136.5256224230972,417.37418382380207,433.013577606134,481.6780289537229,0.6862745098039216,430.0797409324809,select_2016_2018_test_2019_2022
mean5__history__huber_10p0,mean5,history,huber_10p0,2016-2017-2018,0.6,0.1,430.5074196460114,351.7051920472977,-32.9250535833534,429.4885991436218,430.4328196116446,437.7393701932654,0.6778711484593838,430.2340645118223,select_2016_2018_test_2019_2022
ewma5__history__xgb_2p0,ewma5,history,xgb_2p0,2016-2017-2018,0.8,0.1,441.1053962087928,341.0830482837011,-86.09909606169201,413.38553690723296,425.34603289572834,590.5952525142526,0.711484593837535,430.2355905551367,select_2016_2018_test_2019_2022
median5__physical__extra_3p0,median5,physical,extra_3p0,2016-2017-2018,0.7,0.1,430.8143863359808,350.6633711004082,-69.77971966102422,431.37235005883656,428.85176807181307,471.5663551809419,0.711484593837535,430.4632227006528,select_2016_2018_test_2019_2022
mean5__physical_modis__xgb_2p0,mean5,physical_modis,xgb_2p0,2016-2017-2018,0.7,0.1,444.7616783870539,358.9889786181976,-188.28946408332396,395.04092693087347,437.4832343826515,550.7885851634986,0.6554621848739496,430.5118795219082,select_2016_2018_test_2019_2022
ewma5__physical_modis__xgb_2p0,ewma5,physical_modis,xgb_2p0,2016-2017-2018,0.7,0.1,443.0422154854017,341.8831848014104,-105.1120798695663,410.10152391970917,426.2520209018489,591.2820230046462,0.7170868347338936,430.6094939480904,select_2016_2018_test_2019_2022
ewma5__history__xgb_1p0,ewma5,history,xgb_1p0,2016-2017-2018,0.6,0.1,449.2155609258096,343.27472926821804,-160.28793621722897,395.3163271358766,429.16669633634456,615.6055812136017,0.6918767507002801,430.7285363309601,select_2016_2018_test_2019_2022
weighted3__history__ridge_1000p0,weighted3,history,ridge_1000p0,2016-2017-2018,0.8,0.1,447.87706907627955,339.7763112464064,-82.97542817720748,403.65728601143337,424.13247666319694,625.7683154394119,0.7198879551820728,430.88597520679735,select_2016_2018_test_2019_2022
ewma5__modis__state_ridge_100p0,ewma5,modis,state_ridge_100p0,2016-2017-2018,0.3,0.1,449.4347431491554,351.3026821016919,-209.691932652371,389.36673707926406,435.408644408861,591.3855728864263,0.6498599439775911,430.91121694660893,select_2016_2018_test_2019_2022
weighted3__history__xgb_1p0,weighted3,history,xgb_1p0,2016-2017-2018,0.2,0.1,445.2758374795731,337.5378025749079,-79.58273736430046,406.2492477364543,427.1396535762686,604.9981580566279,0.7563025210084033,430.98514406796727,select_2016_2018_test_2019_2022
weighted3__physical__state_ridge_100p0,weighted3,physical,state_ridge_100p0,2016-2017-2018,0.1,0.1,443.87861505122686,339.1196942369101,-69.26429865817586,409.3722955042688,428.1485736570997,593.7165507069958,0.7478991596638656,431.3195248159555,select_2016_2018_test_2019_2022
weighted3__physical__extra_3p0,weighted3,physical,extra_3p0,2016-2017-2018,0.1,0.1,443.14242087423725,339.36608629036454,-66.04545788095228,411.0601876526572,428.01688038292536,590.299786719407,0.7591036414565826,431.3404774460143,select_2016_2018_test_2019_2022
weighted3__history__extra_3p0,weighted3,history,extra_3p0,2016-2017-2018,0.1,0.1,445.79955996249123,340.01600485348376,-85.98547204457351,406.72689599272496,427.25560974466333,607.0532599211117,0.7535014005602241,431.39540641559273,select_2016_2018_test_2019_2022
mean5__modis__extra_3p0,mean5,modis,extra_3p0,2016-2017-2018,0.2,0.1,453.18535191703467,363.782992964248,-272.42161505134163,366.4624374705796,452.79646963424193,477.585363709112,0.6022408963585434,431.4074027347227,select_2016_2018_test_2019_2022
weighted3__physical__ridge_1000p0,weighted3,physical,ridge_1000p0,2016-2017-2018,0.1,0.1,443.2914281079343,340.07120487289563,-61.493915293349694,411.7184833068746,428.5524685535906,588.8526678094864,0.7535014005602241,431.71345201908343,select_2016_2018_test_2019_2022
mean5__physical__ridge_100p0,mean5,physical,ridge_100p0,2016-2017-2018,0.5,0.1,421.6198346521055,336.71397537034835,55.96152192886958,466.73270454947175,416.9654827732249,487.48873769952166,0.7535014005602241,431.7344641567269,select_2016_2018_test_2019_2022
ewma5__physical_modis__extra_3p0,ewma5,physical_modis,extra_3p0,2016-2017-2018,0.3,0.1,448.41722028906594,350.1702448171328,-168.24978128304969,398.2391763575197,431.96998961102764,600.7144171552341,0.6750700280112045,431.76090163666976,select_2016_2018_test_2019_2022
weighted3__history__state_ridge_100p0,weighted3,history,state_ridge_100p0,2016-2017-2018,0.3,0.1,448.0289233280776,337.3842805567052,-95.57750674203129,403.92068409093275,427.2779329955826,617.3416040289338,0.7450980392156863,431.81411593566764,select_2016_2018_test_2019_2022
median5__modis__xgb_1p0,median5,modis,xgb_1p0,2016-2017-2018,0.6,0.1,447.0816998510548,363.3254298368626,-238.30528788712738,391.3616752192532,442.4379284174134,523.6624790420079,0.6330532212885154,431.99075083469404,select_2016_2018_test_2019_2022
mean5__history__state_ridge_100p0,mean5,history,state_ridge_100p0,2016-2017-2018,0.5,0.1,454.360356581504,363.0050961432417,-253.93040016025256,368.5166249459878,454.2573199266805,462.18523923153646,0.6022408963585434,432.8736645089191,select_2016_2018_test_2019_2022
ewma5__modis__xgb_1p0,ewma5,modis,xgb_1p0,2016-2017-2018,0.3,0.1,452.2248851496722,355.38594388367045,-197.42188029849868,393.3975804860085,434.0664945319008,612.3435054862579,0.6610644257703081,432.97846132931346,select_2016_2018_test_2019_2022
ewma5__history__extra_3p0,ewma5,history,extra_3p0,2016-2017-2018,0.5,0.1,450.01682813640383,351.5282134578194,-140.2820620315385,406.08658585772025,426.66923719823427,628.3395078676979,0.6834733893557423,433.19736983219053,select_2016_2018_test_2019_2022
weighted3__modis__huber_10p0,weighted3,modis,huber_10p0,2016-2017-2018,0.2,0.1,451.48018445680094,340.0871943296082,-100.22461884168584,407.25611886535864,423.09136852468396,639.0723300969131,0.7450980392156863,433.3269640759111,select_2016_2018_test_2019_2022
ewma5__history__state_ridge_100p0,ewma5,history,state_ridge_100p0,2016-2017-2018,0.9,0.1,455.6210768316655,345.73619428242444,-195.35914079465624,387.51691127177315,434.89726845590945,624.077727458349,0.6582633053221288,433.4140833477534,select_2016_2018_test_2019_2022
weighted3__physical__xgb_2p0,weighted3,physical,xgb_2p0,2016-2017-2018,0.2,0.1,444.1246507033065,341.2026405951492,-45.092685470403985,415.89885889987875,429.6763369531116,588.5745934380997,0.7647058823529411,433.4561243149008,select_2016_2018_test_2019_2022
mean5__physical__state_ridge_100p0,mean5,physical,state_ridge_100p0,2016-2017-2018,0.7,0.1,439.9579904161946,347.84326298716314,-116.42493390861833,415.9289176176908,439.4423231907443,469.55581035223895,0.6778711484593838,433.8218054102061,select_2016_2018_test_2019_2022
median5__history__state_ridge_100p0,median5,history,state_ridge_100p0,2016-2017-2018,1.0,0.1,450.83423988275644,358.4469649091069,-219.18047860660803,386.075926732314,450.05422651477346,478.63926452961016,0.6442577030812325,434.44965825315006,select_2016_2018_test_2019_2022
weighted3__history__state_ridge_100p0,weighted3,history,state_ridge_100p0,2016-2017-2018,0.4,0.1,450.984609887013,340.0195956897316,-93.21475303608706,406.48061194434916,429.5631453054895,623.4006145560999,0.742296918767507,434.5032442559662,select_2016_2018_test_2019_2022
weighted3__physical_modis__xgb_1p0,weighted3,physical_modis,xgb_1p0,2016-2017-2018,0.1,0.1,447.97148588404343,340.5793037508695,-80.89911582937935,411.59298128591786,430.5146687240345,605.51136201462,0.7591036414565826,434.5126554445098,select_2016_2018_test_2019_2022
mean5__history__xgb_1p0,mean5,history,xgb_1p0,2016-2017-2018,0.5,0.1,457.37416037583074,365.6616668544154,-267.80336220109467,370.26685141606725,454.47965485659324,526.8660262206256,0.6162464985994398,434.8737067560805,select_2016_2018_test_2019_2022
